query_id,query_text,doc_id,doc_text,rel,label_source
622,Find shared elements from eleven arrays.,619,Find shared elements from eleven arrays.,1,weak_auto_from_relevant_indices
622,Find shared elements from eleven arrays.,626,Find shared elements from eight arrays.,1,weak_auto_from_relevant_indices
623,Find shared elements from eleven arrays.,622,Find shared elements from eleven arrays.,1,weak_auto_from_relevant_indices
623,Find shared elements from eleven arrays.,619,Find shared elements from eleven arrays.,1,weak_auto_from_relevant_indices
623,Find shared elements from eleven arrays.,626,Find shared elements from eight arrays.,1,weak_auto_from_relevant_indices
624,Write a function to find the biggest max elements from seven arrays.,620,Write a function to find the biggest max elements from seven arrays.,1,weak_auto_from_relevant_indices
624,Write a function to find the biggest max elements from seven arrays.,630,Write a function to find the smallest max elements from seven arrays.,1,weak_auto_from_relevant_indices
624,Write a function to find the biggest max elements from seven arrays.,627,Write a function to find the smallest max elements from seven arrays.,1,weak_auto_from_relevant_indices
625,Write a Python function to check if a string is a valid IPv6 address.,628,Write a Python function to check if a string is a valid IPv6 address.,1,weak_auto_from_relevant_indices
625,Write a Python function to check if a string is a valid IPv6 address.,621,Write a Python function to check if a string is a valid IPv6 address.,1,weak_auto_from_relevant_indices
625,Write a Python function to check if a string is a valid IPv6 address.,618,Write a Python function to check if a string is a valid IPv6 address.,1,weak_auto_from_relevant_indices
626,Find shared elements from eight arrays.,629,Find shared elements from eight arrays.,1,weak_auto_from_relevant_indices
626,Find shared elements from eight arrays.,616,Find shared elements from four arrays.,1,weak_auto_from_relevant_indices
626,Find shared elements from eight arrays.,623,Find shared elements from eleven arrays.,1,weak_auto_from_relevant_indices
627,Write a function to find the smallest max elements from seven arrays.,630,Write a function to find the smallest max elements from seven arrays.,1,weak_auto_from_relevant_indices
627,Write a function to find the smallest max elements from seven arrays.,624,Write a function to find the biggest max elements from seven arrays.,1,weak_auto_from_relevant_indices
627,Write a function to find the smallest max elements from seven arrays.,620,Write a function to find the biggest max elements from seven arrays.,1,weak_auto_from_relevant_indices
628,Write a Python function to check if a string is a valid IPv6 address.,625,Write a Python function to check if a string is a valid IPv6 address.,1,weak_auto_from_relevant_indices
628,Write a Python function to check if a string is a valid IPv6 address.,621,Write a Python function to check if a string is a valid IPv6 address.,1,weak_auto_from_relevant_indices
628,Write a Python function to check if a string is a valid IPv6 address.,618,Write a Python function to check if a string is a valid IPv6 address.,1,weak_auto_from_relevant_indices
629,Find shared elements from eight arrays.,626,Find shared elements from eight arrays.,1,weak_auto_from_relevant_indices
